frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,theta_deg,theta_dot_deg_s
0,0.000000,85.0000,357.7608,1822.0000,335.8113,-0.723974,-0.028541
21,0.699950,85.0000,358.0506,1822.0000,335.6272,-0.739606,-0.075903
42,1.399900,85.0000,358.4581,1822.0000,335.7669,-0.748436,-0.066594
63,2.099850,85.0000,358.6005,1822.0000,335.6693,-0.756351,0.014077
84,2.799800,85.0000,357.8568,1822.0000,335.7250,-0.729989,1.544532
106,3.533081,85.0000,357.3263,1822.0000,335.7478,-0.711740,0.051202
127,4.233031,85.0000,357.5719,1822.0000,335.8712,-0.715773,-0.064401
148,4.932981,85.0000,357.5622,1822.0000,335.7565,-0.719234,0.020096
169,5.632931,85.0000,357.4697,1822.0000,335.6352,-0.720186,-0.055884
191,6.366212,85.0000,357.5423,1822.0000,335.7551,-0.718625,0.076651
212,7.066162,85.0000,357.5361,1822.0000,335.7838,-0.717475,-0.012452
233,7.766112,85.0000,357.7212,1822.0000,335.7576,-0.724439,0.000179
254,8.466062,85.0000,357.4818,1822.0000,335.7745,-0.715989,-0.322358
275,9.166013,85.0000,401.2236,1822.0000,291.8109,-3.604270,-58.526302
297,9.899294,85.0000,325.0414,1822.0000,369.1813,1.455662,-64.211569
318,10.599244,85.0000,278.8771,1822.0000,417.7739,4.571851,-25.301589
339,11.299194,85.0000,440.0619,1822.0000,251.8751,-6.183315,10.596484
360,11.999144,85.0000,440.9518,1822.0000,250.1760,-6.267709,-57.229412
382,12.732425,85.0000,371.4255,1822.0000,275.5781,-3.158370,11.544805
403,13.432375,85.0000,401.0183,1822.0000,290.6510,-3.635630,-76.627540
424,14.132325,85.0000,404.5840,1822.0000,285.1490,-3.933430,-9.717325
445,14.832275,85.0000,426.1390,1822.0000,259.4568,-5.481306,16.299395
466,15.532225,85.0000,388.3028,1822.0000,303.4299,-2.797347,4.140556
488,16.265506,85.0000,395.4092,1822.0000,298.3384,-3.198600,15.455173
509,16.965456,85.0000,269.6635,1822.0000,430.6527,5.295181,42.546438
530,17.665406,85.0000,295.2406,1822.0000,401.9670,3.516000,-6.266623
551,18.365356,85.0000,396.9658,1822.0000,296.1010,-3.323343,2.330248
573,19.098637,85.0000,268.9037,1822.0000,430.7595,5.323520,-16.216051
594,19.798587,85.0000,404.7545,1822.0000,286.7249,-3.887285,25.241657
615,20.498537,85.0000,378.4137,1822.0000,313.5824,-2.137499,11.444205
636,21.198487,85.0000,383.5183,1822.0000,311.4775,-2.374938,-15.808406
657,21.898437,85.0000,368.3976,1822.0000,324.5115,-1.447298,-67.140914
679,22.631718,85.0000,308.6809,1822.0000,389.7618,2.672550,-7.225160
700,23.331668,85.0000,435.0937,1822.0000,256.9758,-5.854839,16.402422
721,24.031618,85.0000,307.1002,1822.0000,391.1197,2.769264,-10.559819
742,24.731568,85.0000,376.6817,1822.0000,316.8654,-1.972291,1.377857
764,25.464849,85.0000,419.9439,1822.0000,271.5045,-4.884479,-6.144556
785,26.164799,85.0000,309.9447,1822.0000,388.3268,2.583720,-9.771687
806,26.864749,85.0000,391.0778,1822.0000,301.7025,-2.945487,41.956974
827,27.564699,85.0000,311.6327,1822.0000,384.6446,2.406917,-28.653598
848,28.264650,85.0000,300.7649,1822.0000,398.1537,3.209055,9.735742
870,28.997931,85.0000,347.5112,1822.0000,348.0067,0.016348,-10.332857
891,29.697881,85.0000,340.8640,1822.0000,355.3480,0.477750,21.329172
912,30.397831,85.0000,369.5654,1822.0000,323.5561,-1.517283,64.250163
933,31.097781,85.0000,402.0777,1822.0000,289.6716,-3.702605,6.986729
955,31.831062,85.0000,281.2419,1822.0000,416.3052,4.446184,-16.930278
976,32.531012,85.0000,414.6077,1822.0000,277.0070,-4.529366,6.825890
997,33.230962,85.0000,409.8009,1822.0000,281.4489,-4.226072,-48.043478
1018,33.930912,85.0000,335.3232,1822.0000,359.3237,0.791616,-54.305066
1039,34.630862,85.0000,370.5413,1822.0000,323.0758,-1.565281,61.218942
1061,35.364143,85.0000,318.7024,1822.0000,377.2911,1.931843,-19.739113
1082,36.064093,85.0000,375.8255,1822.0000,316.6131,-1.952392,41.644580
1103,36.764043,85.0000,336.3618,1822.0000,359.0980,0.749923,-10.848114
1124,37.463993,85.0000,419.9473,1822.0000,272.2921,-4.858796,-72.245698
1146,38.197274,85.0000,325.7822,1822.0000,370.7623,1.483357,46.096999
1167,38.897224,85.0000,315.7951,1822.0000,379.5412,2.101754,-59.836024
1188,39.597174,85.0000,449.3534,1822.0000,243.4490,-6.760306,11.742996
1209,40.297124,85.0000,405.6538,1822.0000,282.9310,-4.041354,-9.699935
1230,40.997074,85.0000,372.7232,1822.0000,319.5106,-1.754694,-8.321125
1252,41.730355,85.0000,311.8298,1822.0000,385.7381,2.436432,-0.243355
1273,42.430305,85.0000,336.6608,1822.0000,359.7202,0.760579,-15.419074
1294,43.130255,85.0000,316.6187,1822.0000,379.3116,2.067058,-26.949611
1315,43.830205,85.0000,356.6826,1822.0000,338.8528,-0.588102,-12.427064
1337,44.563486,85.0000,380.7393,1822.0000,312.0247,-2.265403,-32.965101
1358,45.263436,85.0000,331.4531,1822.0000,365.3004,1.116327,-0.747976
1379,45.963386,85.0000,293.6516,1822.0000,404.0110,3.635372,9.934710
1400,46.663337,85.0000,340.0896,1822.0000,355.0932,0.494891,-28.623440
1421,47.363287,85.0000,438.5299,1822.0000,254.3307,-6.053274,20.821089
1443,48.096568,85.0000,342.2727,1822.0000,352.9501,0.352196,-6.537131
1464,48.796518,85.0000,316.6616,1822.0000,378.8575,2.050685,-32.322532
1485,49.496468,85.0000,306.2061,1822.0000,390.7663,2.787061,-8.095531
1506,50.196418,85.0000,287.4552,1822.0000,410.1872,4.041657,30.469712
1528,50.929699,85.0000,417.9903,1822.0000,273.9933,-4.738972,14.988067
1549,51.629649,85.0000,293.5720,1822.0000,401.3792,3.551518,-39.326714
1570,52.329599,85.0000,402.8018,1822.0000,290.4403,-3.701139,32.291083
1591,53.029549,85.0000,310.2362,1822.0000,388.7901,2.589374,0.946374
1612,53.729499,85.0000,367.8296,1822.0000,326.4262,-1.365452,-2.863275
1634,54.462780,85.0000,314.0417,1822.0000,384.1878,2.312546,19.837688
1655,55.162730,85.0000,377.4401,1822.0000,314.7494,-2.066983,-74.070060
1676,55.862680,85.0000,334.3757,1822.0000,361.8633,0.906617,-6.687211
1697,56.562630,85.0000,274.6894,1822.0000,423.2630,4.888872,-16.398777
1719,57.295911,85.0000,344.7783,1822.0000,349.8428,0.167052,-25.800991
1740,57.995861,85.0000,323.4434,1822.0000,374.8857,1.696352,0.823017
1761,58.695811,85.0000,420.5392,1822.0000,271.5173,-4.903554,-38.309276
1782,59.395761,85.0000,355.0038,1822.0000,337.2474,-0.585681,38.276890
1803,60.095711,85.0000,370.6171,1822.0000,321.7591,-1.611183,-6.382381
1825,60.828992,85.0000,413.2848,1822.0000,278.1430,-4.448754,-1.895342
1846,61.528942,85.0000,374.5422,1822.0000,319.4526,-1.816548,-0.015369
1867,62.228892,85.0000,358.4342,1822.0000,335.8770,-0.744017,-9.506481
1888,62.928842,85.0000,317.9254,1822.0000,378.0497,1.982438,82.866887
1910,63.662123,85.0000,312.3579,1822.0000,386.0930,2.430731,-6.839904
1931,64.362073,85.0000,356.7514,1822.0000,337.6970,-0.628495,0.018008
1952,65.062023,85.0000,356.4212,1822.0000,337.6481,-0.619213,-0.075877
1973,65.761974,85.0000,355.7771,1822.0000,337.6007,-0.599535,0.018018
1994,66.461924,85.0000,355.9036,1822.0000,337.7317,-0.599387,-0.234139
2016,67.195205,85.0000,355.8280,1822.0000,337.7143,-0.597468,-0.073198
2037,67.895155,85.0000,355.8382,1822.0000,337.7232,-0.597510,0.179769
2058,68.595105,85.0000,355.8950,1822.0000,337.7304,-0.599145,1.230098
2079,69.295055,85.0000,356.3633,1822.0000,337.7019,-0.615534,0.059145
2101,70.028336,85.0000,356.9790,1822.0000,337.7048,-0.635743,0.487603
