frame,t_s,beam_left_x,beam_left_y,beam_right_x,beam_right_y,theta_deg,theta_dot_deg_s
0,0.000000,85.0000,333.8211,1822.0000,315.0043,-0.620656,-0.033374
32,1.066601,85.0000,334.0525,1822.0000,315.1802,-0.622488,0.081762
65,2.166533,85.0000,333.8807,1822.0000,315.1851,-0.616661,0.054230
97,3.233133,85.0000,334.0035,1822.0000,315.1930,-0.620451,0.024850
130,4.333065,85.0000,334.3823,1822.0000,315.2049,-0.632550,-0.008283
163,5.432997,85.0000,334.4396,1822.0000,315.2293,-0.633634,0.033901
195,6.499598,85.0000,334.1709,1822.0000,315.2176,-0.625157,-0.033188
228,7.599530,85.0000,334.3893,1822.0000,315.2722,-0.630561,-0.001642
261,8.699461,85.0000,391.8766,1822.0000,257.4548,-4.425149,-3.795238
293,9.766062,85.0000,253.7893,1822.0000,391.1005,4.519879,0.153223
326,10.865994,85.0000,340.7181,1822.0000,308.4316,-1.064863,3.595575
358,11.932595,85.0000,281.0325,1822.0000,365.7344,2.791722,11.206744
391,13.032527,85.0000,411.2169,1822.0000,240.5193,-5.612520,-51.251834
424,14.132458,85.0000,393.4976,1822.0000,256.8912,-4.496772,-0.041416
456,15.199059,85.0000,392.5815,1822.0000,256.7567,-4.471149,6.161755
489,16.298991,85.0000,325.4216,1822.0000,322.3286,-0.102022,-45.559471
522,17.398923,85.0000,276.9052,1822.0000,368.0990,3.005311,107.165724
554,18.465524,85.0000,307.5054,1822.0000,339.7368,1.063049,0.015190
587,19.565455,85.0000,369.0911,1822.0000,280.8188,-2.909204,-0.012430
619,20.632056,85.0000,338.0151,1822.0000,311.0242,-0.890237,-27.644365
652,21.731988,85.0000,273.5152,1822.0000,371.5068,3.228880,-54.419751
685,22.831920,85.0000,393.5011,1822.0000,255.5965,-4.539327,-0.004367
717,23.898521,85.0000,368.1488,1822.0000,281.6959,-2.849339,0.085313
750,24.998452,85.0000,297.3070,1822.0000,348.6664,1.693621,-25.407554
783,26.098384,85.0000,335.7913,1822.0000,311.4547,-0.802703,37.298205
815,27.164985,85.0000,367.6632,1822.0000,282.7174,-2.799745,1.323345
848,28.264917,85.0000,275.1985,1822.0000,371.3729,3.169124,-2.124257
880,29.331518,85.0000,252.2746,1822.0000,392.7072,4.622186,-0.678563
913,30.431449,85.0000,378.7200,1822.0000,271.2791,-3.539481,0.786303
946,31.531381,85.0000,289.6216,1822.0000,356.6328,2.209298,-0.581528
978,32.597982,85.0000,243.5855,1822.0000,400.4618,5.160639,-20.651124
1011,33.697914,85.0000,304.6700,1822.0000,342.8374,1.258765,5.693877
1044,34.797846,85.0000,368.3740,1822.0000,281.6287,-2.858962,-0.042108
1076,35.864447,85.0000,265.7182,1822.0000,381.5599,3.815444,9.894677
1109,36.964378,85.0000,308.9796,1822.0000,338.3462,0.968581,0.038096
1141,38.030979,85.0000,354.6000,1822.0000,295.8735,-1.936384,-7.815256
1174,39.130911,85.0000,357.2119,1822.0000,292.9216,-2.119679,-0.021272
1207,40.230843,85.0000,360.5591,1822.0000,289.7873,-2.333153,-8.739505
1239,41.297444,85.0000,260.8967,1822.0000,384.7180,4.077406,-27.462302
1272,42.397375,85.0000,330.9722,1822.0000,317.5495,-0.442745,-68.345373
1305,43.497307,85.0000,395.6980,1822.0000,254.9820,-4.631473,-1.165403
