1, 1.32318, 0.0001
2, 0.21067, 0.0001
3, 0.08180, 0.0001
4, 0.03566, 0.0001
5, 0.04680, 0.0001
6, 0.03415, 0.0001
7, 0.03645, 0.0001
8, 0.04985, 0.0001
9, 0.03893, 0.0001
10, 0.02653, 0.0001
11, 0.03534, 0.0001
12, 0.03669, 0.0001
13, 0.02480, 0.0001
14, 0.02517, 0.0001
15, 0.03527, 0.0001
16, 0.02365, 0.0001
17, 0.01774, 0.0001
18, 0.02429, 0.0001
19, 0.02659, 0.0001
20, 0.03104, 0.0001
21, 0.01990, 0.0001
22, 0.02136, 0.0001
23, 0.03073, 0.0001
24, 0.02937, 0.0001
25, 0.02877, 0.0001
26, 0.02520, 0.0001
27, 0.02354, 0.0001
28, 0.01952, 0.0001
29, 0.01765, 0.0001
30, 0.02340, 0.0001
31, 0.01192, 0.0001
32, 0.01458, 0.0001
33, 0.01223, 0.0001
34, 0.02656, 0.0001
35, 0.01253, 0.0001
36, 0.01207, 0.0001
37, 0.01508, 0.0001
38, 0.01320, 0.0001
39, 0.01449, 0.0001
40, 0.01075, 0.0001
41, 0.01127, 0.0001
42, 0.01032, 0.0001
43, 0.01105, 0.0001
44, 0.01164, 0.0001
45, 0.01486, 0.0001
46, 0.00858, 0.0001
47, 0.01505, 0.0001
48, 0.01153, 0.0001
49, 0.02051, 0.0001
50, 0.01044, 0.0001
51, 0.00768, 0.0001
52, 0.00841, 0.0001
53, 0.01080, 0.0001
54, 0.01024, 0.0001
55, 0.00946, 0.0001
56, 0.01804, 0.0001
57, 0.00854, 0.0001
58, 0.00697, 0.0001
59, 0.00946, 0.0001
60, 0.01394, 0.0001
61, 0.01385, 0.0001
62, 0.00517, 0.0001
63, 0.00690, 0.0001
64, 0.01098, 0.0001
65, 0.00936, 0.0001
66, 0.00640, 0.0001
67, 0.00819, 0.0001
68, 0.01513, 0.0001
69, 0.00746, 0.0001
70, 0.01075, 0.0001
71, 0.00774, 0.0001
72, 0.00710, 0.0001
73, 0.00670, 0.0001
74, 0.00617, 0.0001
75, 0.00989, 0.0001
76, 0.00819, 0.0001
77, 0.00648, 0.0001
78, 0.00680, 0.0001
79, 0.01289, 0.0001
80, 0.01195, 0.0001
81, 0.00668, 0.0001
82, 0.00989, 0.0001
83, 0.00729, 0.0001
84, 0.00707, 0.0001
85, 0.00507, 0.0001
86, 0.00445, 0.0001
87, 0.00692, 0.0001
88, 0.00707, 0.0001
89, 0.00766, 0.0001
90, 0.00575, 0.0001
91, 0.00630, 0.0001
92, 0.00635, 0.0001
93, 0.00755, 0.0001
94, 0.00474, 0.0001
95, 0.00488, 0.0001
96, 0.00451, 0.0001
97, 0.00552, 0.0001
98, 0.00452, 0.0001
99, 0.00711, 0.0001
100, 0.00691, 0.0001
101, 0.00441, 0.0001
102, 0.00887, 0.0001
103, 0.00395, 0.0001
104, 0.00704, 0.0001
105, 0.00568, 0.0001
106, 0.00543, 0.0001
107, 0.00978, 0.0001
108, 0.00514, 0.0001
109, 0.00490, 0.0001
110, 0.00550, 0.0001
111, 0.00506, 0.0001
112, 0.00385, 0.0001
113, 0.00674, 0.0001
114, 0.00584, 0.0001
115, 0.00524, 0.0001
116, 0.00369, 0.0001
117, 0.00549, 0.0001
118, 0.00544, 0.0001
119, 0.00452, 0.0001
120, 0.00389, 0.0001
121, 0.00494, 0.0001
122, 0.00650, 0.0001
123, 0.00446, 0.0001
124, 0.00299, 0.0001
125, 0.00513, 0.0001
126, 0.00539, 0.0001
127, 0.00538, 0.0001
128, 0.00590, 0.0001
129, 0.00485, 0.0001
130, 0.00613, 0.0001
131, 0.00561, 0.0001
132, 0.00641, 0.0001
133, 0.00731, 0.0001
134, 0.00633, 0.0001
135, 0.00664, 0.0001
136, 0.00655, 0.0001
137, 0.00334, 0.0001
