t_s,theta_deg
0.0,-0.9086060010429087
0.03333333333333333,-0.8862145990165623
0.06666666666666667,-0.89991760102233
0.1,-0.895014614366421
0.13333333333333333,-0.8955485602291107
0.16666666666666666,-0.8855594005008145
0.2,-0.8950669101669803
0.23333333333333334,-0.8958545593833988
0.26666666666666666,-0.8940372264782628
0.3,-0.8891232954893187
0.3333333333333333,-0.8881584249618928
0.36666666666666664,-0.8900580405601629
0.4,-0.8833764791263127
0.43333333333333335,-0.8864858608358472
0.4666666666666667,-0.8868124230743684
0.5,-0.8881739824280608
0.5333333333333333,-0.8882341650966479
0.5666666666666667,-0.8858432177911275
0.6,-0.8887009257512674
0.6333333333333333,-0.8814795316752269
0.6666666666666666,-0.877093442298389
0.7,-0.8742286538522781
0.7333333333333333,-0.8718443443609671
0.7666666666666667,-0.8738028245571472
0.8,-0.8802221831107896
0.8333333333333334,-0.8856843648567466
0.8666666666666667,-0.8912456207286884
0.9,-0.8927613743053833
0.9333333333333333,-0.898575350256012
0.9666666666666667,-0.8921020869395693
1.0,-0.8920433182363836
1.0333333333333334,-0.8934591302570641
1.0666666666666667,-0.897091454122075
1.1,-0.8924872982838112
1.1333333333333333,-0.8962384642657539
1.1666666666666667,-0.8947157517327803
1.2,-0.8968843207339183
1.2333333333333334,-0.8893081779840001
1.2666666666666666,-0.8866246893686306
1.3,-0.8871726695571273
1.3333333333333333,-0.8941778863157754
1.3666666666666667,-0.888035645479239
1.4,-0.8882250988408494
1.4333333333333333,-0.8841125564923803
1.4666666666666666,-0.8848620377661354
1.5,-0.8839762312945577
1.5333333333333334,-0.8868943334829305
1.5666666666666667,-0.8861007770266569
1.6,-0.8868098586677234
1.6333333333333333,-0.8792358880016967
1.6666666666666667,-0.8786704380833553
1.7,-0.8790410378079364
1.7333333333333334,-0.8803588587427164
1.7666666666666666,-0.8843155236885609
1.8,-0.8834544169244982
1.8333333333333333,-0.8851487815285805
1.8666666666666667,-0.8920035635357005
1.9,-0.8858885646075192
1.9333333333333333,-0.8848666682970114
1.9666666666666666,-0.8884933115439587
2.0,-0.8906592069114836
2.033333333333333,-0.8843539647162791
2.066666666666667,-0.8810971837603654
2.1,-0.8868428323994896
2.1333333333333333,-0.8800576319420479
2.1666666666666665,-0.876596631567322
2.2,-0.8765298996091152
2.2333333333333334,-0.877503246093695
2.2666666666666666,-0.8815986296005032
2.3,-0.8775500784072512
2.3333333333333335,-0.8798570290847959
2.3666666666666667,-0.878141652324408
2.4,-0.8796391031600885
2.433333333333333,-0.878275240560405
2.466666666666667,-0.8766417257788722
2.5,-0.8815979869898638
2.533333333333333,-0.8783259954978109
2.566666666666667,-0.8759575027351609
2.6,-0.8781309894183013
2.6333333333333333,-0.8772726043497259
2.6666666666666665,-0.8766640018954601
2.7,-0.8857989417951883
2.7333333333333334,-0.8902526710605503
2.7666666666666666,-0.8893953066122683
2.8,-0.9013890414332617
2.8333333333333335,-0.8963130220063049
2.8666666666666667,-0.8963125687996694
2.9,-0.8946714044536743
2.933333333333333,-0.8973842177050327
2.966666666666667,-0.8947541884779461
3.0,-0.8973588105622482
3.033333333333333,-0.8969779465375256
3.066666666666667,-0.8919794203451991
3.1,-0.8862519712747444
3.1333333333333333,-0.8849921583500983
3.1666666666666665,-0.8844421660742444
3.2,-0.8886924000896097
3.2333333333333334,-0.8890218168966418
3.2666666666666666,-0.8934434025071768
3.3,-0.8904360266246957
3.3333333333333335,-0.8942203616109471
3.3666666666666667,-0.8928790324753988
3.4,-0.8902103124008414
3.433333333333333,-0.8891245036578513
3.466666666666667,-0.8900633104763077
3.5,-0.8845462109373388
3.533333333333333,-0.8856130526075098
3.566666666666667,-0.886959734516242
3.6,-0.8872453323653056
3.6333333333333333,-0.8879386994586979
3.6666666666666665,-0.8886527346916837
3.7,-0.8879655635281144
3.7333333333333334,-0.888979772671504
3.7666666666666666,-0.8861005865756344
3.8,-0.8859813368778144
3.8333333333333335,-0.8888850453581475
3.8666666666666667,-0.8911665231930791
3.9,-0.887242283662364
3.933333333333333,-0.8893341348388103
3.966666666666667,-0.8889789684884405
4.0,-0.8938463269787241
4.033333333333333,-0.89271009452658
4.066666666666666,-0.8911667617459539
4.1,-0.888923010773568
4.133333333333334,-0.8847120710528462
4.166666666666667,-0.8836214463249037
4.2,-0.8833785980549345
4.233333333333333,-0.8836514535490623
4.266666666666667,-0.8833103995526741
4.3,-0.8849166432418516
4.333333333333333,-0.8850313731450367
4.366666666666666,-0.8856150808423213
4.4,-0.8870488074732447
4.433333333333334,-0.8815869318305454
4.466666666666667,-0.884345534913729
4.5,-0.8858043609880322
4.533333333333333,-0.8857210206174151
4.566666666666666,-0.8893256554768779
4.6,-0.8886120041892537
4.633333333333334,-0.8917998562537572
4.666666666666667,-0.8971054032051362
4.7,-0.8925422638800294
4.733333333333333,-0.8929555479368473
4.766666666666667,-0.8928502909161773
4.8,-0.8928050249583455
4.833333333333333,-0.8930012981685225
4.866666666666666,-0.8922990897126113
4.9,-0.8898307407288697
4.933333333333334,-0.8866346691266013
4.966666666666667,-0.8829006506800218
5.0,-0.8825378859261865
5.033333333333333,-0.8798390744993375
5.066666666666666,-0.8817965369571271
5.1,-0.8802722420706388
5.133333333333334,-0.8826606837537291
5.166666666666667,-0.8824077841390905
5.2,-0.8827209908343502
5.233333333333333,-0.8824545859215903
5.266666666666667,-0.885968109234496
5.3,-0.8833963700658307
5.333333333333333,-0.8834145633794342
5.366666666666666,-0.8832155794081711
5.4,-0.8822195763475809
5.433333333333334,-0.8841385486995369
5.466666666666667,-0.8859913527271321
5.5,-0.8941298812496966
5.533333333333333,-0.8943799896540409
5.566666666666666,-0.8918517882579253
5.6,-0.90279836694145
5.633333333333334,-0.8983601752687402
5.666666666666667,-0.8979221841969
5.7,-0.8958408634597232
5.733333333333333,-0.8993266355899463
5.766666666666667,-0.8977041837989308
5.8,-0.898623268654864
5.833333333333333,-0.8963545566653578
5.866666666666666,-0.903882317247638
5.9,-0.9024633516171373
5.933333333333334,-0.9054008255826868
5.966666666666667,-0.9047602083649925
6.0,-0.9046792874524391
6.033333333333333,-0.9002604965635757
6.066666666666666,-0.9020937129562885
6.1,-0.89751822450708
6.133333333333334,-0.9003248432684453
6.166666666666667,-0.8978404221562096
6.2,-0.8982601658965758
6.233333333333333,-0.8988627129381654
6.266666666666667,-0.8960013115874362
6.3,-0.8899902518079114
6.333333333333333,-0.8906443730803301
6.366666666666666,-0.8853511825797116
6.4,-0.8823214653797459
6.433333333333334,-0.8855490754091834
6.466666666666667,-0.8907884256615676
6.5,-0.8874376125893838
6.533333333333333,-0.8919559467354045
6.566666666666666,-0.8898021332800564
6.6,-0.893671257291993
6.633333333333334,-0.8936772213445452
6.666666666666667,-0.8948690664948925
6.7,-0.8921991346221618
6.733333333333333,-0.8941904983246578
6.766666666666667,-0.89296207001136
6.8,-0.8943593749534806
6.833333333333333,-0.8939573319123477
6.866666666666666,-0.8912251395755784
6.9,-0.8921167778198176
6.933333333333334,-0.8924542501310676
6.966666666666667,-0.8936348843804207
7.0,-0.8912828551829808
7.033333333333333,-0.8925873250836724
7.066666666666666,-0.8930515811907399
7.1,-0.8965660788862758
7.133333333333334,-0.8968998364936698
7.166666666666667,-0.8992244238720054
7.2,-0.8983759746483849
7.233333333333333,-0.8985636824888935
7.266666666666667,-0.9026224272860158
7.3,-0.9003211332262954
7.333333333333333,-0.8945437997096333
7.366666666666666,-0.9022374004968855
7.4,-0.906439515839338
7.433333333333334,-0.9039500765774717
7.466666666666667,-0.8949034045582368
7.5,-0.894974934100144
7.533333333333333,-0.891917782272157
7.566666666666666,-0.8953676560943759
7.6,-0.9009413011395652
7.633333333333334,-0.8976061582486548
7.666666666666667,-0.8911466885041142
7.7,-0.8935885228731468
7.733333333333333,-0.8983271724193435
7.766666666666667,-0.8938838271283939
7.8,-0.8929639678994721
7.833333333333333,-0.8943760960704223
7.866666666666666,-0.8979436456847628
7.9,-0.8941679981743997
7.933333333333334,-0.8881750873855829
7.966666666666667,-0.8865561656727221
8.0,-0.891121812013168
8.033333333333333,-0.8858949150464593
8.066666666666666,-0.8863648888531483
8.1,-0.8884053857792057
8.133333333333333,-0.8898327075198172
8.166666666666666,-0.8901711058296665
8.2,-0.888568466947203
8.233333333333333,-0.8889012023328146
8.266666666666667,-0.8912545565430369
8.3,-0.8987098745601
8.333333333333334,-0.8949868011490825
8.366666666666667,-0.8866389675630606
8.4,-0.8879209670059186
8.433333333333334,-0.8887334849174886
8.466666666666667,-0.8890121045933133
8.5,-0.888655688737055
8.533333333333333,-0.8877339554102998
8.566666666666666,-0.8892370035866263
8.6,-0.8908098258074233
8.633333333333333,-0.8904121258514842
8.666666666666666,-0.8880034008513491
8.7,-0.8870572016050731
8.733333333333333,-0.8907079576468866
8.766666666666667,-0.8884918946130637
8.8,-0.8911567513661377
8.833333333333334,-0.8916122202324287
8.866666666666667,-0.8970641700387939
8.9,-0.8932463838911427
8.933333333333334,-0.8910479084477018
8.966666666666667,-0.8864078516009922
9.0,-0.886525151220737
9.033333333333333,-0.8904422913029905
9.066666666666666,-0.8837343353247638
9.1,-0.8803840951137606
9.133333333333333,-0.8823890633008156
9.166666666666666,-0.8846616380107237
9.2,-0.8843110299343575
9.233333333333333,-0.8892296546873442
9.266666666666667,-0.8955337026480659
9.3,-0.8982998943414013
9.333333333333334,-0.8988537956149273
9.366666666666667,-0.8962935295410901
9.4,-0.8956136356493126
9.433333333333334,-0.8905569875123981
9.466666666666667,-0.8923437906209899
9.5,-0.8928978864281747
9.533333333333333,-0.8907914760066279
9.566666666666666,-0.89230008858569
9.6,-0.8943473190735398
9.633333333333333,-0.8915951892784562
9.666666666666666,-0.8925069746396982
9.7,-0.8916004261335978
9.733333333333333,-0.8886367918138718
9.766666666666667,-0.8863058274215466
9.8,-0.884058161504004
9.833333333333334,-0.8848127637459096
9.866666666666667,-0.8827162337172025
9.9,-0.886211266774449
9.933333333333334,-0.8926265008406802
9.966666666666667,-0.891837943624181
10.0,-0.8978854721333956
10.033333333333333,-0.9004176084678137
10.066666666666666,-0.9021568444498527
10.1,-0.9008257245011682
10.133333333333333,-0.9038163156035293
10.166666666666666,-0.9149012621820432
10.2,-0.9449596442635652
10.233333333333333,-0.9674070023234841
10.266666666666667,-1.0186216805714388
10.3,-1.0533767883031824
10.333333333333334,-1.16919906983538
10.366666666666667,-1.256737467559945
10.4,-1.301685154325588
10.433333333333334,-1.4272108593758364
10.466666666666667,-1.476610461353274
10.5,-1.5114089948220744
10.533333333333333,-1.5310466331406818
10.566666666666666,-1.5461997592589756
10.6,-1.5692908578677038
10.633333333333333,-1.587835131850857
10.666666666666666,-1.6458685928916779
10.7,-1.8008490173473337
10.733333333333333,-1.9565429748943477
10.766666666666667,-2.049473267047567
10.8,-2.0652802212860464
10.833333333333334,-2.066997560335572
10.866666666666667,-2.0669496407124464
10.9,-2.0848389407246612
10.933333333333334,-2.154462997459046
10.966666666666667,-2.2252653558192628
11.0,-2.3182067074860626
11.033333333333333,-2.395844941189689
11.066666666666666,-2.441332902373035
11.1,-2.538577958529916
11.133333333333333,-2.620828098132961
11.166666666666666,-2.689977783869151
11.2,-2.779441772082865
11.233333333333333,-2.914349821913879
11.266666666666667,-3.0171010087759944
11.3,-3.0810008199234895
11.333333333333334,-3.1150883359782764
11.366666666666667,-3.115739529421845
11.4,-3.1335631942753133
11.433333333333334,-3.1805763092417756
11.466666666666667,-3.2576294060606643
11.5,-3.3630818672642935
11.533333333333333,-3.540710714242868
11.566666666666666,-3.6444320749263523
11.6,-3.699296242096574
11.633333333333333,-3.918471308857195
11.666666666666666,-3.9590967691294754
11.7,-4.017299563478784
11.733333333333333,-4.088431645572924
11.766666666666667,-4.137901523573163
11.8,-4.174315157267761
11.833333333333334,-4.239355548389629
11.866666666666667,-4.301859343701212
11.9,-4.40110593384341
11.933333333333334,-4.677240986840642
11.966666666666667,-4.814110857210547
12.0,-4.882094535159091
12.033333333333333,-4.910112752988513
12.066666666666666,-4.920151722094796
12.1,-4.937491052537274
12.133333333333333,-4.959698695827311
12.166666666666666,-5.049797883574607
12.2,-5.074809299608285
12.233333333333333,-5.263847959204888
12.266666666666667,-5.30397034615235
12.3,-5.348522798711769
12.333333333333334,-5.425375770135889
12.366666666666667,-5.496459273137781
12.4,-5.501900399090791
12.433333333333334,-5.500296259887162
12.466666666666667,-5.501953955471472
12.5,-5.504659570803603
12.533333333333333,-5.66739306471461
12.566666666666666,-5.697649429853284
12.6,-5.7691674931480845
12.633333333333333,-5.903366800043359
12.666666666666666,-6.000026962959064
12.7,-6.079629564818676
12.733333333333333,-6.115726113031974
12.766666666666667,-6.110823114743442
12.8,-6.114110966872312
12.833333333333334,-6.119063869757005
12.866666666666667,-6.116491351950602
12.9,-6.1164385844702425
12.933333333333334,-6.11662887112467
12.966666666666667,-6.119650542587158
13.0,-6.119174241370753
13.033333333333333,-6.123877872684862
13.066666666666666,-6.127761076010451
13.1,-6.126028925254637
13.133333333333333,-6.1254698727667405
13.166666666666666,-6.127956078316597
13.2,-6.135583708042501
13.233333333333333,-6.130351511738821
13.266666666666667,-6.125060532824248
13.3,-6.1231633617211205
13.333333333333334,-6.125167958132133
13.366666666666667,-6.127796694208275
13.4,-6.1269906857424425
13.433333333333334,-6.110562101105471
13.466666666666667,-6.044053852892128
13.5,-5.995119553267184
13.533333333333333,-5.902894986247839
13.566666666666666,-5.729380073952858
13.6,-5.653747039253325
13.633333333333333,-5.441959143489746
13.666666666666666,-5.446178778190891
13.7,-5.34540607732519
13.733333333333333,-5.225327614958451
13.766666666666667,-5.086888213835653
13.8,-4.932018526057313
13.833333333333334,-4.850692350774542
13.866666666666667,-4.682654241440531
13.9,-4.3981925242235
13.933333333333334,-4.2632410121812745
13.966666666666667,-4.122886844630216
14.0,-3.918708523652316
14.033333333333333,-3.7080823780376955
14.066666666666666,-3.5943946824010395
14.1,-3.3871546995394186
14.133333333333333,-3.2300471464074842
14.166666666666666,-3.035662181165897
14.2,-2.749343077915133
14.233333333333333,-2.5944520227654717
14.266666666666667,-2.3790326930058687
14.3,-2.222036684258505
14.333333333333334,-2.0576455033590073
14.366666666666667,-1.7421355224884028
14.4,-1.5214892735818115
14.433333333333334,-1.3193929523957195
14.466666666666667,-1.120988003094256
14.5,-0.9882305275153624
14.533333333333333,-0.818484392630448
14.566666666666666,-0.6075026826978491
14.6,-0.42249751693710047
14.633333333333333,-0.10640431460185612
14.666666666666666,0.1239962108315793
14.7,0.3990852431252541
14.733333333333333,0.6514888667304697
14.766666666666667,0.9298181869092162
14.8,1.1158265381198487
14.833333333333334,1.2804644480650365
14.866666666666667,1.4036108306803339
14.9,1.529026794012219
14.933333333333334,1.6718075153935097
14.966666666666667,1.8950603789375156
15.0,2.110743799183916
15.033333333333333,2.2836664681610155
15.066666666666666,2.4264763127629534
15.1,2.628119810105318
15.133333333333333,2.903930188762117
15.166666666666666,3.102448800698186
15.2,3.267533081327417
15.233333333333333,3.3674857226942394
15.266666666666667,3.388193743888227
15.3,3.5094346028172247
15.333333333333334,3.584723342615306
15.366666666666667,3.678018776693309
15.4,3.805708000535161
15.433333333333334,4.0433346349592
15.466666666666667,4.134963441977677
15.5,4.236009792752392
15.533333333333333,4.303889860319504
15.566666666666666,4.309334511309277
15.6,4.358925260410239
15.633333333333333,4.357076970167964
15.666666666666666,4.362945097087345
15.7,4.361859557170316
15.733333333333333,4.362832864921503
15.766666666666667,4.358011833490229
15.8,4.361191838472301
15.833333333333334,4.356803335508954
15.866666666666667,4.358174518569324
15.9,4.349843403978531
15.933333333333334,4.331708369643936
15.966666666666667,4.3158100186614
16.0,4.28847235526374
16.033333333333335,4.164127996442729
16.066666666666666,4.024308961480566
16.1,3.729474518672017
16.133333333333333,3.5583793367965204
16.166666666666668,3.3560526332976
16.2,3.212416876740307
16.233333333333334,2.980622711005926
16.266666666666666,2.6477987846839985
16.3,2.482028697182971
16.333333333333332,2.3002592421071815
16.366666666666667,2.063585267254926
16.4,1.83798587557586
16.433333333333334,1.5140412392776679
16.466666666666665,1.2415049874951334
16.5,0.9605875610108853
16.533333333333335,0.650620371188103
16.566666666666666,0.38486859530199996
16.6,0.12270674554228153
16.633333333333333,-0.11670804554297685
16.666666666666668,-0.42095526600079797
16.7,-0.7400609870989818
16.733333333333334,-1.1439896485193126
16.766666666666666,-1.5625065963935347
16.8,-2.0490997532102693
16.833333333333332,-2.3391495664351782
16.866666666666667,-2.577017062744435
16.9,-2.665528383768984
16.933333333333334,-2.773157974327606
16.966666666666665,-3.09727138151675
17.0,-3.4052739840658566
17.033333333333335,-3.736586194873391
17.066666666666666,-4.1536065558362205
17.1,-4.372109221343972
17.133333333333333,-4.728171147427899
17.166666666666668,-4.929392504409088
17.2,-5.073642661308143
17.233333333333334,-5.218617678130064
17.266666666666666,-5.346983453720112
17.3,-5.4789415824311645
17.333333333333332,-5.6964948474717065
17.366666666666667,-5.910699501983044
17.4,-6.010593321531578
17.433333333333334,-6.075249503905719
17.466666666666665,-6.136551981817979
17.5,-6.152313266601501
17.533333333333335,-6.167979398185748
17.566666666666666,-6.167961815796745
17.6,-6.166121377046371
17.633333333333333,-6.1752718793976
17.666666666666668,-6.176851209499248
17.7,-6.173279626066514
17.733333333333334,-6.178201524050689
17.766666666666666,-6.1564307684079935
17.8,-6.09918426985935
17.833333333333332,-6.002041931043723
17.866666666666667,-5.7821016300019075
17.9,-5.491672892584025
17.933333333333334,-5.229276907074327
17.966666666666665,-4.925242979095054
18.0,-4.470295661019231
18.033333333333335,-4.232284148215833
18.066666666666666,-3.8921835143040187
18.1,-3.7416974884651792
18.133333333333333,-3.2751711519776703
18.166666666666668,-2.9888807566702447
18.2,-2.6003643319057264
18.233333333333334,-2.162973642030928
18.266666666666666,-1.677114605440854
18.3,-1.3279698624095684
18.333333333333332,-1.0259029890802447
18.366666666666667,-0.7367227722886037
18.4,-0.47738566735667826
18.433333333333334,-0.11316613384543556
18.466666666666665,0.28872372016877035
18.5,0.7680548657143018
18.533333333333335,1.2353732082562776
